klass,text
klass2,"Beechcroft High School is a four-year high school (grades 9-12) located on the north side of Columbus, Ohio. It is a part of Columbus City Schools. Beechcroft was first opened in 1976 as a six-year junior/senior high school. At that time, school enrollment peaked at 1,200+ students. Current enrollment is 950 students.Beechcroft is known to some as ""Da Croft"".  The school colors are Gold and Brown.  The school nickname is the Cougars. Marching band rival is Northland High School."
klass2,"ASM International, formerly known as the American Society for Metals, is a professional organization for materials scientists and engineers. Their website defines the society as an engineering and scientific community, ""led by its members, guided by the members needs and fueled by member participation,"" sharing information and ideas through local chapter meetings, international conferences and expositions, affiliate societies, education courses and various technical publications.ASM provides several information resources, including the ASM Handbooks, a series of reference books that provide data on various types of metals. These handbooks are recognized as a standard reference in the field of materials science. Examples of topics covered by the ASM Handbooks are mechanical properties of metals, corrosion studies, and much more. Other publications include technical journals such as Metallurgical and Materials Transactions A and Journal of Phase Equilibria and Diffusion. ASM also hosts numerous international conferences each year. As the charitable arm of ASM, the ASM Materials Education Foundation also operates several ""Materials Camps"" in the summers for high school students and teachers.  These camps are intended to educate the public about the materials field, and encourage young people to pursue careers in materials science and engineering."
klass2,"Association Sportive Béziers Hérault, often referred to by rugby media simply by its location of Béziers, is a French rugby union club currently playing in the second level of the country's professional rugby system, Pro D2. They earned their most recent promotion as 2011 Fédérale 1 champions, but the club also won 11 Top 14 titles since his establishment in 1911.Béziers was a major force in French rugby throughout the 1970s and 1980s; however, at the end of 2004–05 season they were relegated to Pro D2. After some years playing in French second division, they finished bottom of the table in 2008–09 and were relegated to amateur Fédérale 1, before returning to Pro D2 after their 2011 title. They are based in Béziers in Languedoc and play at Stade de la Méditerranée (capacity 18,555). The club colors are red and blue."
klass2,"Alberta Treasury Branches, doing business as ATB Financial, is a financial institution and crown corporation owned by the Province of Alberta. ATB operates in Alberta only, providing financial services to nearly 700,000 Albertans and Alberta-based businesses. ATB has 172 branches and 135 agencies, serving a total of 243 communities in Alberta.  Wealth management services are offered under the name ATB Investor Services or ATBIS.  ATB has more than 5,300 employees.Headquartered in Edmonton, Alberta, Canada, with total assets of C$43.1 billion (2015 Annual Report), ATB is the largest Alberta-based financial institution.ATB is not a chartered bank, and unlike all banks operating in Canada, ATB is regulated entirely by the Government of Alberta, under the authority of the Alberta Treasury Branches Act, Chapter A-37.9, 1997, and Treasury Branches Regulation 187/97. The legislation is modeled on the statutes and regulations governing other financial institutions and other guidelines to financial institutions issued by the federal Office of the Superintendent of Financial Institutions and the Canada Deposit Insurance Corporation. ATB Financial is one of fifteen financial institutions that participates in Canada's Large Value Transfer System."
klass2,"According to Our Records (or ATO Records) was founded in early 2000 by Dave Matthews (of the Dave Matthews Band), Coran Capshaw, Chris Tetzeli, and Michael McDonald as a division of RCA Records. ATO Records is based in New York City and currently distributes its records through Caroline Distribution, Universal Music's independent-distribution arm.ATO Records currently represents a diverse group of artists. The mission of ATO Records is to fully develop each artist and each release with sufficient time and attention. According to the official Web site, ""there is no timeline, but there is a plan to build the label on the quality of the musicians.""The first of its successes was David Gray, whose album White Ladder (and resulting single ""Babylon"") gained critical acclaim and popularity in the United States as well as abroad.  The single ""Babylon"" climbed the charts in the United States and provided a good introduction for the record label into the music business.  From 2007 to 2013, ATO Records distributed its records through Sony's RED Distribution. As of 2013, ATO is distributed in the USA by Caroline Distribution."
klass2,"AUB - Nature Conservation Center (NCC) formerly known as IBSAR, is an academic research center, founded in 2002 under the office of the Provost at the American University of Beirut (AUB), Lebanon. It is an open and innovative platform for multidisciplinary projects that promote nature conservation.The center’s members consist of highly distinguished faculty from different disciplines. It also supported by the Nature Conservation Center Student Club"
klass2,"AVG Technologies (formerly named Grisoft) is a Czech company formed in 1991 by Jan Gritzbach and Tomáš Hofer, with corporate offices in Europe, Israel, Brazil, Canada and the United States.  The company specializes in computer security software. As of 2 February 2015, over 200 million active users used AVG's software products and services, which include internet security, performance optimization and personal privacy and identity protection applications."
klass2,"Aamir Khan Productions is an Indian motion picture production and distribution company, based in Mumbai. The company was founded in 2001 by actor Aamir Khan and started with the production of Lagaan.B. Shrinivas Rao is the Executive Producer for Aamir Khan Productions and Khan's wife, Kiran Rao also serves as a producer; she was the Associate Producer for both Taare Zameen Par and Jaane Tu Ya Jaane Na."
klass2,"The Abbott-Detroit was an American luxury automobile manufactured between 1909 and 1919.  It was considered powerful and well-designed, and had a Continental engine. Production of the auto began in Detroit, Michigan and was moved to Cleveland, Ohio in 1916 at which time the automobile name was shortened to Abbott. The cars were guaranteed for life by 1913, when electric lighting and starting had been standardized."
klass2,"Abbott Laboratories is an American pharmaceuticals and health care products company. It has 72,000 employees and operates in over 130 countries. The company headquarters are in Abbott Park, North Chicago, Illinois. The company was founded by Chicago physician Wallace Calvin Abbott in 1888.In 1985, the company developed the first HIV blood-screening test. The company's drug portfolio includes Humira, a drug for rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, Crohn's disease, moderate to severe chronic psoriasis and juvenile idiopathic arthritis; Norvir, a treatment for HIV; Depakote, an anticonvulsant drug; and Synthroid, a synthetic thyroid hormone. Abbott also has a broad range of medical devices, diagnostics and immunoassay products as well as nutritional products, including Ensure, a line of meal replacement shakes; and EAS, the largest producer of performance-based nutritional supplements.The company's in-vitro diagnostics business performs immunoassays and blood screening. Its medical tests and diagnostic instrument systems are used worldwide by hospitals, laboratories, blood banks, and physician offices to diagnose and monitor diseases such as HIV, hepatitis, cancer, heart failure and metabolic disorders, as well as assess other indicators of health.Abbott Point-of-Care manufactures diagnostic products for blood analysis to provide health care professionals diagnostics information at the point of patient care. Abbott also provides point-of-care cardiac assays to the emergency room."
klass2,"Bellarmine-Jefferson High School is a private, Roman Catholic high school in Burbank, California.  It is located in the Roman Catholic Archdiocese of Los Angeles."
klass2,"Bellarmine Preparatory School is a Roman Catholic high school in the Jesuit tradition in Tacoma, Washington, USA. It is located in the Roman Catholic Archdiocese of Seattle. Today it serves just under 1,000 students from the Greater Tacoma area.Bellarmine Prep students strive to live up to the expectations set forth by the school's Graduate at Graduation document. The document challenges all students to be open to growth, intellectually competent, religious, loving, and committed to doing justice."
klass2,"Bellevue High School is a public high school in historic Bellevue, Ohio.  It is the only high school in the Bellevue City School district.  Their nickname is the Redmen and Lady Redmen. Bellevue is a member of the Northern Ohio League. The current building was built in 1962."
klass2,"Bellevue High School is a public secondary school located in Bellevue, Washington. In the 2012–2013 school year, Bellevue had 1421 students enrolled in grades 9 through 12.The school principal is Scott Powers, and the Assistant Principals are Katie Klug and Russell White. The mascot is the wolverine.Bellevue High School generally serves students in Bellevue School District's West Zone, which includes the towns of Medina, Yarrow Point, Clyde Hill, Hunts Point and Beaux Arts, and the neighborhoods of Enatai, Woodridge, Wilburton and Downtown Bellevue."
klass2,"Bellflower High School is a six-year public high school located in Bellflower, California, as part of the Bellflower Unified School District (BUSD).As of 2009, Bellflower had 136 regular educations teachers and 123 classrooms serving 3,342 students from the communities of Lakewood, Bellflower, Paramount and Compton.  Average class size is 25 students.The school mascot is the ""Buccaneer""—illustrated as a pirate with an eyepatch. The school colors are maroon and gold. The monthly school newspaper is the Blade.The school produced digital format of Yearbooks from 1951 to 2001 on Yearbook CD's"
klass2,"Abrams, formerly Harry N. Abrams, Inc. (HNA), is an American publisher of high-quality art and illustrated books, and the enterprise is a subsidiary of the French publisher La Martinière Groupe. Abrams publishes the following imprints: Abrams Books Stewart, Tabori & Chang Abrams Books for Young Readers Amulet Abrams ImageRun by President and CEO Michael Jacobs, Abrams publishes and distributes approximately 250 titles annually and has more than 2,000 titles in print. Abrams also distributes publications for the Victoria and Albert Museum, Tate, Royal Academy, Vendome Press (in North America), Booth Clibborn Editions, Other Criteria, and 5 Continents."
klass2,"Absolute Entertainment was an American video game publishing company. Through its development house, Imagineering, Absolute Entertainment produced titles for the  Amiga,  Atari 2600,  Atari 7800,  Sega Game Gear,  Sega Mega Drive,  Mega-CD,  Game Boy, Nintendo Entertainment System, and Super Nintendo Entertainment System video game consoles, as well as for the PC. It also released games for the Sega Master System in Europe. After leaving his position as a video game developer and designer at Activision, Garry Kitchen founded the company in 1986 with his brother Dan Kitchen, along with David Crane, Alex Demeo, John Van Ryzin. The company's headquarters was in Glen Rock, New Jersey, but later moved to another New Jersey borough, Upper Saddle River. While the company was based in New Jersey, David Crane worked out of his home on the West Coast. The company's name was chosen because it was alphabetically above Activision, implying that Absolute Entertainment was superior to Activision . It was the same strategy that Activision chose when the programmers left Atari.At Absolute Entertainment, Kitchen continued developing games for the Atari 2600 and Atari 7800, as he had done at Activision. However, the Nintendo Entertainment System (NES) had already displaced Atari's dominance of the video game console market. Kitchen swiftly shifted his focus to the NES, and produced several landmark titles for the platform, beginning with A Boy and His Blob: Trouble on Blobolonia in 1989, and Battle Tank in 1990. Absolute Entertainment published at least 30 titles before dwindling sales from diminishing product quality prompted Kitchen to shutter the company in 1995. Since Kitchen had already formed a new company with David Crane called Skyworks Technologies, some of the employees transitioned to the new company."
klass2,"Belmont High School is a small public high school of 487 students in Belmont, New Hampshire, United States. Along with the town of Canterbury, Belmont is part of the Shaker Regional School District.They use a Native American for their team mascot, named the ""Red Raider,"" using the colors red and white."
klass2,"Belmont Hill School is a prestigious independent boys school located on a 32-acre (130,000 m2) campus in Belmont, a suburb of Boston, Massachusetts. The school enrolls approximately 440 students in grades 7-12, separated into the Middle School (grades 7-9) and the Upper School (grades 10-12), and refers to these grades as ""Forms"" with a Roman Numeral I through VI. While the majority of attending students are day students, there are some who enroll in the school's five-day boarding program, which becomes an option for students in their 9th grade year.  In addition to the school's history of academic prestige, the school exhibits a rich athletic tradition as a participant in the competitive ISL (Independent School League).  Members of the Class of 2010 were accepted at 42 colleges and universities. Belmont Hill is also a founding member of the International Boys' Schools Coalition."
klass2,"Acacia Mining (formerly African Barrick Gold plc) is a gold mining business operating in Tanzania, with exploration properties in Kenya, Burkina Faso and Mali. It is listed on the London Stock Exchange and the Dar es Salaam Stock Exchange under the ticker ACA, and is a constituent of the FTSE 250 Index. Acacia's majority shareholder is Barrick Gold, which owns 63.9% of the company."
klass2,"Academi is an American training company, originally founded in 1997 by former Navy SEALs officer Erik Prince. Formerly known as Blackwater, the company was renamed Xe Services in 2009, and then ""Academi"" in 2011, after being acquired by a group of private investors in 2010. The new investors instituted a board of directors and new senior management, Prince retained the rights to the name Blackwater and has no affiliation with Academi. Blackwater received widespread publicity in 2007, when a group of its employees killed 17 Iraqi civilians and injured 20 in Nisour Square, Baghdad for which four guards were convicted in a U.S. court.Academi provides security services to the United States federal government on a contractual basis. The Obama administration contracted the group to provide services for the CIA for $250 million. In 2013, Academi subsidiary International Development Solutions received an approximately $92 million contract for State Department security guards.In 2014, the company became a division of Constellis Holdings along with Triple Canopy and other security companies that were part of the Constellis Group as the result of an acquisition."
klass2,"Academy@Worden is a coeducational secondary school with academy status, located in Leyland, in the South Ribble district of Lancashire, England.It opened in 1955 as Worden County Secondary School, and became Worden High School in 1972 with the introduction of the Comprehensive System to Lancashire and the abolition of the 11-plus examination. The school was renamed Worden Sports College when it became a specialist Sports College. The school converted to academy status in February 2013 and was renamed Academy@Worden."
klass2,"The Academy for Academic Excellence (AAE) is a K-12 public charter school located in Apple Valley, California. The school was first chartered in 1997 by the Apple Valley Unified School District.  The AAE is a direct-funded charter school operating as its own Local Educational Agency (LEA).  The school currently operates three sites, a K-1 site (Thunderbird Campus), a 2-4 site (Corwin Campus), and a 5-12 site (Mojave River Campus) located on 150 acres (0.61 km2) adjoining the Mojave River. The current student population stands at over 1350 students.  Although started as an independent study school, the Academy for Academic Excellence has become a full-time school that operates as most traditional schools do.The Academy for Academic Excellence is run by the Lewis Center for Educational Research (LCER), a 501(c)3 non-profit organization.  The CEO of the Lewis Center is Rick Piercy, a former kindergarten teacher with Apple Valley Unified.  The principal of the Academy for Academic Excellence is Lisa Lamb. The AAE has a full-time teaching staff of 64 members.The AAE has demonstrated a significant increase in state testing results each year. The AAE is also the only public charter school in the state of California with an AFJROTC program, instructed by Colonel Armstrong(ret). By 2009, one third of AAE high school students were enrolled in the AFJROTC program. The AAE is also received a full-term accreditation from WASC in 2005, and received a California Distinguished School Award in 2007. Most recently, the AAE was named a Certified Charter School by the California Charter Schools Association.  Only 39 charter schools in California have received this recognition.  In 2014, the AAE was voted as Best Elementary, Best Middle School and Best High School by readers of the Daily Press."
klass2,"Benedictine Academy is a Catholic parochial, college preparatory high school that serves young women in grades 9 through 12 in Elizabeth, New Jersey. The school was opened in 1915 by the Benedictine Sisters of Elizabeth, Saint Walburga Monastery, and operates under the auspices of the Roman Catholic Archdiocese of Newark.The school is overseen by the New Jersey Department of Education and has been accredited by the Middle States Association of Colleges and Schools Commission on Secondary Schools since 1996.As of the 2009-10 school year, the school had an enrollment of 166 students and 17.0 classroom teachers (on an FTE basis), for a student–teacher ratio of 9.8:1. Benedictine Academy welcomes students of any race, color, national and ethnic origins.  The student body is 29% Hispanic/Latino, 43% African American,16% White, 8% Asian, and 4% multiracial. The BA faculty comprises Benedictine Sisters, members of other religious communities and lay teachers, 70% of whom have advanced degrees."
klass2,"The Union County Academy for Information Technology (UC-AIT) is a full-time four-year public high school located in Scotch Plains, New Jersey, United States, on the Union County Vocational Technical Schools Campus. The school is part of the Union County Vocational Technical Schools (UCVTS), which serves students in all of Union County. AIT focuses on education in computer science and computer engineering with an emphasis on Mathematics and Science. In 2006, 51 students were members of the school's first graduating class. ""The Academy for Information Technology is a four-year college preparatory program with a specialized focus in information technology and business.  The program includes honors-level academics along with course work in Information Systems, Database Management and Java programming.  Business courses include Computer Applications in Business, Business Concepts and Practices, Business Communications, Economics and AP Economics.  Certifications include A+, Microsoft Office Specialist, Oracle, and Java Programming.""As of the 2012–13 school year, the school had an enrollment of 259 students and 26.3 classroom teachers (on an FTE basis), for a student–teacher ratio of 9.84:1. There were 17 students (6.6% of enrollment) eligible for free lunch and 5 (1.9% of students) eligible for reduced-cost lunch.Students have a very demanding curriculum on par with AIT's sister school, the Union County Magnet High School. The Academy for Information Technology offers students the opportunity to become certified as a Microsoft Office Specialist, an A+ Hardware/OS Technician, an Oracle database Designer/Programmer and a Programmer in the Java programming language.The Academy for Information Technology's CEEB code is: 311381"
klass2,"This article is about the Canadian media company. For the American company that uses the same name, see AMGTV.Access Media Group (legally Learning and Skills Television of Alberta Ltd., which also served as the corporate brand until 2005) was a privately held Canadian broadcasting and multimedia group based in Edmonton, Alberta, Canada specializing in learning-based media, originally majority-owned (and later wholly owned) by CHUM Limited. It owned four television channels, a multimedia distribution company, and a school for continuing education and personal growth. AMG's headquarters are situated at Enterprise Square in Edmonton, Alberta.At the time of the company's founding in 1994, it was 60% owned by CHUM Limited. On February 15, 2005, CHUM purchased the remainder of the company. The company had been owned by CTVglobemedia since June 22, 2007 as a result of its takeover of CHUM; and AMG was wound up into CTV Limited (the renamed CHUM Limited) in 2008. CTVglobemedia (now Bell Media) continues to own the majority of AMG's assets, broadcasting and otherwise.In the near future, BookTelevision and CourtTV Canada will be moved to the CTVglobemedia headquarters in Toronto, Ontario while Access TV will be relocated to CFRN-TV's studios.Subsequently, BCE announced plans to re-acquire 100% of the company's broadcasting arm, including CTV Limited and most of the former assets of the Access Media Group. Under the deal, Woodbridge, Torstar, and Teachers' will together receive $1.3 billion in either cash or equity in BCE, while BCE will also assume $1.7 billion in debt (BCE's existing equity interest is $200 million, for a total transaction value of $3.2 billion). Woodbridge will simultaneously regain majority control of The Globe and Mail, with Bell retaining a 15% interest. The deal is expected to close by mid-2011 pending CRTC approval."
klass2,"Benicia High School is a public high school serving approximately 1,700 students, grades nine through twelve. It is part of the Benicia Unified School District. It is located in Benicia, California, in the East Bay subregion of the San Francisco Bay Area.  Like most California high schools, it is an open-air facility.  The campus is adjacent to Mary Farmar Elementary School."
klass2,"Benilde-St. Margaret's is a Catholic, co-educational private prep school for grades 7–12 located in St. Louis Park, Minnesota, that draws its over one thousand students from throughout the Twin Cities Metro Area.  It is located in the Roman Catholic Archdiocese of Saint Paul and Minneapolis."
klass2,"Benilde-St. Margaret's is a Catholic, co-educational private prep school for grades 7–12 located in St. Louis Park, Minnesota, that draws its over one thousand students from throughout the Twin Cities Metro Area.  It is located in the Roman Catholic Archdiocese of Saint Paul and Minneapolis."
klass2,"Benilde-St. Margaret's is a Catholic, co-educational private prep school for grades 7–12 located in St. Louis Park, Minnesota, that draws its over one thousand students from throughout the Twin Cities Metro Area.  It is located in the Roman Catholic Archdiocese of Saint Paul and Minneapolis."
klass2,"Benjamin Logan High School is a public high school in Logan County, Ohio.  It is the only high school in the Benjamin Logan Local Schools district."
klass2,"Bennett High School is located in the University Heights section of Buffalo, New York. The current principal is Bert Stevenson. It is named for Lewis J. Bennett, who donated the land for the school and for All High Stadium. Portions of the movie The Natural were filmed in All High Stadium, although it was filmed as Wrigley Field. Bennett High School is now fully a Exam/Magnet school with three College Prep programs, they are the Academy of International Law (Similar to Pre-law) Business and Computers (similar to Information Systems), and Education and the Arts."
klass2,"Bensalem High School is a public high school in Bensalem, Pennsylvania."
klass2,"George N. Bentley Senior High School, also referred to as Bentley High School, was a public high school in the city of Livonia, Michigan, a western suburb of Detroit. The first public high school in the Livonia Public Schools district, it was open from September 1947 through June 1985.  The school's first graduating class in June 1950 had 95 students. The school closed because of low enrollment."
klass2,"Berea High School was a high school located in Berea, Ohio, United States.  It was founded in 1882, and the current structure was built in 1929.  It was the first of two public high schools in the Berea City School District, the other being Midpark High School.  Berea High School served grades nine through twelve.Beginning with the 2013–2014 school year, Midpark High School became the 7th- to 9th-grade building, while all high-school students in the Berea City School District started attending Berea-Midpark High School, the building which previously held Berea High School. Their new mascot is the Titans.Berea's school colors were scarlet and royal blue. The school's fight song was Ohio State University's ""Across the Field""."
klass2,"The Adelaide Lightning are an Australian professional women's basketball team competing in the Women's National Basketball League (WNBL). The club is based in the city of Adelaide, South Australia. The club was formed in 1993 and they play in the 8,000-seat Adelaide Arena."
klass2,"Adeline Records is a record label which was formed in Oakland, California in late 1997. It was created by Billie Joe Armstrong, lead singer of Green Day, Screw 32's Doug Sangalang, Green Day guitarist Jason White and Jim Thiebaud, professional skateboarder. Green Day's management company, Pat Magnarella Management, now owns the label. Adeline Records was named after a street (Adeline Street) that runs through Berkeley and North Oakland, California."
klass2,"Bergenfield High School is a four-year, comprehensive public high school serving students in ninth through twelfth grades from Bergenfield, in Bergen County, New Jersey, operating as part of the Bergenfield Public Schools. Bergenfield High School is accredited by the New Jersey Department of Education and has been accredited by the Middle States Association of Colleges and Schools since 1945.The school was constructed at a cost of $370,000 as an addition to an existing school, and dedicated in ceremonies held in April 1941.As of the 2012-13 school year, the school had an enrollment of 1,236 students and 91.5 classroom teachers (on an FTE basis), for a student–teacher ratio of 13.51:1. There were 321 students (26.0% of enrollment) eligible for free lunch and 112 (9.1% of students) eligible for reduced-cost lunch.The school's CEEB code is 310090."
klass2,"Adelphi Edizioni S.p.A. is an Italian publishing house whose headquarters are in 14, via S. Giovanni sul Muro, Milan, Italy.Adelphi Edizioni was founded in 1962 by Luciano Foà and Roberto Olivetti.  Contributors have included Roberto Bazlen, Giorgio Colli, Sergio Solmi, Claudio Rugafiori and Roberto Calasso, the last of whom became editorial director. Since 2001 the company has published the literary magazine Adelphiana, whose articles are available online [1]. Currently (in 2006), 48% of Adelphi is owned by Rcs MediaGroup (the publisher of Corriere della Sera)."
klass2,Adirondack Beverages is a beverage company in the New York state area.
klass2,"Berkshire School is a private, co-ed boarding school for grades 9 through 12 located in Sheffield, Massachusetts, USA."
klass2,"Berkshire School is a private, co-ed boarding school for grades 9 through 12 located in Sheffield, Massachusetts, USA."
klass2,"Berlin High School is a public high school located in Berlin, Connecticut, United States."
klass2,"Admiral Group plc is a motor insurance company with its head office in Cardiff, Wales. Listed on the London Stock Exchange, it is a constituent of the FTSE 100 Index."
klass2,"Advance Digital provides sales and content strategy, product development and technology to the Advance Local media group, part of Advance Publications. Advance Publications is an American media company owned by the descendants of Samuel Irving Newhouse, Sr. Advance Local operates 12 local news and information websites affiliated more than 30 newspapers. Its headquarters are located at the Jersey Journal building in Journal Square, Jersey City.The unit's Advance Digital name was established December 16, 2011; its previous name was Advance Internet. Its president is Peter Weinberger. The president of Advance Local, established in 2010 and based in New York, is Randy Siegel.Advance Local web sites provide local information such as breaking news, local sports, travel destinations, weather, dining, bar guides and health and fitness."
klass2,"Advance Publications, Inc., is an American media company owned by the descendants of S.I. Newhouse Sr.; Donald Newhouse and S.I. Newhouse, Jr. It is named after the Staten Island Advance, the first newspaper owned by the Newhouse family, and where the mailing address for Advance Publications is listed on paper (although Advance does not have an official headquarters).As of October 2014, it was ranked as the 44th largest private company in the United States according to Forbes. Crain's ranked Advance Publications the 4th largest private company in the NY area in 2012. In addition to holding publishing and communication assets, Advance serves as the holding company for the family's 31% stake in cable entertainment company Discovery Communications."
klass2,"Bernalillo High School  is a public high hchool in Bernalillo, New Mexico, United States. The school is a part of the Bernalillo Public School District and is the only high school in the district. The mascot is the Spartan."
klass2,"Adventure SA (sometimes Adventure Paramotor SA) is a French aircraft manufacturer based in Méré. Owned by Guy Léon-Dufour, the company specializes in the design and manufacture of paramotors.The company was founded in 1991 in Paris, France and was one of the earliest manufacturers of paramotors. Their products have been widely sold and achieved a good safety record.Bertrand et al. said of the company in 2003:"
klass2,Advertising Standards Council of India (ASCI) is a self-regulatory voluntary organization of the advertising industry.
klass2,Aeronautical Engineers Australia (AEA) is an Australian aeronautical engineering consultancy and aircraft technical service provider. It is the largest civil aircraft design organisation in the Asia Pacific region and is now headquartered in Adelaide.
klass2,"Bethel High School is a public secondary school located in the town of Bethel, Fairfield County, Connecticut, approximately 60 miles north of New York City.  The school serves the town of Bethel."
klass2,"Bethel High School is located in Spanaway, Washington. It is Bethel School District's oldest high school, dating back to 1952."
klass2,"Bethel Park High School, also called BPHS, is a four-year, comprehensive high school located in Bethel Park, Pennsylvania, with an enrollment of 1,937 students in grades 9–12. Its curriculum includes ten Advanced Placement Program courses, 14 honors courses and four foreign language programs. Its mascot is the Black Hawk.Its mission statement is ""To lead an educational partnership with the community, maintaining an environment that challenges all students to reach their potential as lifelong learners and responsible members of society."""
klass2,"Bethlehem Academy, also known as B.A., is a private, Roman Catholic high school for grades six through twelve located in Faribault, Minnesota. It is part of the Roman Catholic Archdiocese of Saint Paul and Minneapolis and is sponsored by the Sinsinawa Dominican Congregation of the Most Holy Rosary. Bethlehem Academy is commonly recognized for its volleyball team which has made eleven state tournament appearances since 2002 and won the Class A State Championship title seven times."
klass2,"The Bethlehem Area Vocational-Technical School is a career & technical school located in Bethlehem, Pennsylvania in the Lehigh Valley region of Pennsylvania, in the United States. It was officially started in 1965 when the Bethlehem Area School District, Northampton Area School District, Saucon Valley School District and Bethlehem Area Catholic High School combined forces to form one vocational-technical school for its students to attend."
klass2,"The Bethlehem Area Vocational-Technical School is a career & technical school located in Bethlehem, Pennsylvania in the Lehigh Valley region of Pennsylvania, in the United States. It was officially started in 1965 when the Bethlehem Area School District, Northampton Area School District, Saucon Valley School District and Bethlehem Area Catholic High School combined forces to form one vocational-technical school for its students to attend."
klass2,"Bethlehem Catholic High School, more commonly referred to as Becahi or just Beca, is a parochial high school, located in Bethlehem, Pennsylvania, in the United States within the Diocese of Allentown.  The school is located at 2133 Madison Avenue, in Bethlehem, in the Lehigh Valley region of the state.Bethlehem Catholic currently has several dozen International Students enrolled from China, France, Germany, Korea and Venezuela."
klass2,"Bethpage High School is the only high school in Bethpage, New York. Located in Nassau County on Long Island, the school is situated at the corner of Stewart Avenue and Cherry Avenue, across from the Bethpage Community Park. On average, each class size is between 25 and 30 students.  Bethpage High School was recently ranked by Newsweek at number 267 of the Best High Schools in America.Almost every classroom in the school is equipped with an overhanging projector attached to the classroom computer. There are several computer labs within the building with Internet access.  The auditorium was recently renovated to become one of the most technologically advanced performing arts centers on Long Island.The school contains conscientious students, many of which run 'fandom' accounts as part of a Social Networking Reading Project in Early 2014. There was also a student called Emmabae who was amazing xx"
klass2,"Bethpage High School is the only high school in Bethpage, New York. Located in Nassau County on Long Island, the school is situated at the corner of Stewart Avenue and Cherry Avenue, across from the Bethpage Community Park. On average, each class size is between 25 and 30 students.  Bethpage High School was recently ranked by Newsweek at number 267 of the Best High Schools in America.Almost every classroom in the school is equipped with an overhanging projector attached to the classroom computer. There are several computer labs within the building with Internet access.  The auditorium was recently renovated to become one of the most technologically advanced performing arts centers on Long Island.The school contains conscientious students, many of which run 'fandom' accounts as part of a Social Networking Reading Project in Early 2014. There was also a student called Emmabae who was amazing xx"
klass2,"The United States African Development Foundation (USADF) is an Independent United States Government Agency which provides grants of up to $250,000 to community groups and small enterprises that benefit underserved and marginalized groups in Sub-Saharan Africa. USADF measures grant success in terms of jobs created and sustained, increased incomes levels, and improved social conditions.  In 2010 USADF has budgeted over $20 million for project grants in 20 countries. An additional $4.5 million is budgeted for African directed partner organizations that provide technical design and implementation support for USADF grantees."
klass2,"After Hours Press is an independent American comic book publisher based in Rockland County, New York. It specializes in establishing new properties and developing I.P.'s (intellectual properties). It was founded by Buddy Scalera, Darren Sanchez and Chris Eliopoulos.AHP is particularly focused in the writing and production aspects of making comics. All AHP creators are former or current professional in the comic book industry, hence the name ""after hours."" All of the founders worked for Wizard Magazine, either on staff or as freelancers. Currently Darren Sanchez is CEO and Publisher, while also working with Starlight Runner Entertainment in New York City."
klass2,"Beverly Hills High School (usually abbreviated as ""Beverly"",""BHHS"", or ""Beverly is High"") is the only major public high school in Beverly Hills, California.  The other public high school in Beverly Hills, Moreno High School, is a small alternative school located on Beverly's campus.Beverly is part of the Beverly Hills Unified School District and located on 19.5 acres (79,000 m2) on the west side of Beverly Hills, at the border of the Century City area of Los Angeles.  The land was previously part of the Beverly Hills Speedway board track, which was torn down in 1924.  Beverly, which serves all of Beverly Hills, was founded in 1927.  The original buildings were designed by Robert D. Farquhar in the French Normandy style.  The school also receives its funding from its on-campus oil tower."
klass2,"Beverly School for the Deaf was founded in 1876 by William Benjamin Swett in Beverly, Massachusetts. Mr. Swett was a deaf man with a deaf daughter and saw a need for educational and vocational services for deaf children and young adults of the North Shore area of Boston.  In 1879 with a small legacy and the  help of his close friend, the Reverend Dr. Thomas Gallaudet, a 57-acre (230,000 m2) parcel of land was purchased overlooking the tidal waters of the Bass River in Beverly.  The vision of Mr. Swett was organized and incorporated under the laws of the Commonwealth of Massachusetts as the ""New England Industrial School for Deaf Mutes.""Dr. Gallaudet served as president of the board for 22 years until his death in 1902.Beverly School for the Deaf serves students ages 3–22 who are Deaf, Hard-of-Hearing and/or have cochlear implants by providing language that is visually accessible via American Sign Language, written English, speech, and AAC/ Assistive Technology."
klass2,"Aftermath Entertainment is an American record label founded by hip hop artist and producer Dr. Dre. It operates as a subsidiary of, and is distributed through, Universal Music Group's Interscope Records. Current acts include Dr. Dre himself, Eminem, Kendrick Lamar, Jon Connor and Justus with former acts including 50 Cent, Busta Rhymes, The Game,  Raekwon, Eve, Rakim and many others. The label's acts over the years have earned RIAA certifications of platinum or higher on 16 of its 22 released albums."
klass2,"Agence France-Presse (AFP) is an international news agency headquartered in Paris. Founded in 1944 it is the third largest in the world (after Associated Press and Reuters). It was established after the liberation of Paris by journalists in the headquarters of Agence Havas renamed ""Office Français d'Information"" during the war which was infamous for collaboration with the Nazis.Currently, its CEO is Emmanuel Hoog and its news director Michèle Léridon.  AFP has regional offices in Nicosia, Montevideo, Hong Kong, and Washington, D.C., and bureaus in 150 countries. It transmits news in French, English, Arabic, Portuguese, Spanish and German."
